activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration
qns,studying,1546104503957,Sat Dec 29 22:58:23 GMT+05:30 2018,1546108521874,Sun Dec 30 00:05:21 GMT+05:30 2018,4017917,1 h 6 min
internet time waste,Wasted Time,1546108521874,Sun Dec 30 00:05:21 GMT+05:30 2018,1546109159459,Sun Dec 30 00:15:59 GMT+05:30 2018,637585,10 min
other personal tasks,Personal Tasks,1546109159459,Sun Dec 30 00:15:59 GMT+05:30 2018,1546110061929,Sun Dec 30 00:31:01 GMT+05:30 2018,902470,15 min
internet time waste,Wasted Time,1546110061929,Sun Dec 30 00:31:01 GMT+05:30 2018,1546111573518,Sun Dec 30 00:56:13 GMT+05:30 2018,1511589,25 min
Sleep,Rest,1546111573518,Sun Dec 30 00:56:13 GMT+05:30 2018,1546137631377,Sun Dec 30 08:10:31 GMT+05:30 2018,26057859,7 h 14 min
classes,Work,1546137631377,Sun Dec 30 08:10:31 GMT+05:30 2018,1546150111377,Sun Dec 30 11:38:31 GMT+05:30 2018,12480000,3 h 28 min
morning routine,Chores,1546150111377,Sun Dec 30 11:38:31 GMT+05:30 2018,1546151612984,Sun Dec 30 12:03:32 GMT+05:30 2018,1501607,25 min
Commute,Transport,1546151612984,Sun Dec 30 12:03:32 GMT+05:30 2018,1546154012984,Sun Dec 30 12:43:32 GMT+05:30 2018,2400000,40 min
morning routine,Chores,1546154012984,Sun Dec 30 12:43:32 GMT+05:30 2018,1546156023690,Sun Dec 30 13:17:03 GMT+05:30 2018,2010706,33 min
Eating,Eating,1546156023690,Sun Dec 30 13:17:03 GMT+05:30 2018,1546157351598,Sun Dec 30 13:39:11 GMT+05:30 2018,1327908,22 min
Break,Health,1546157351598,Sun Dec 30 13:39:11 GMT+05:30 2018,1546160042088,Sun Dec 30 14:24:02 GMT+05:30 2018,2690490,44 min
internet time waste,Wasted Time,1546160042088,Sun Dec 30 14:24:02 GMT+05:30 2018,1546170609776,Sun Dec 30 17:20:09 GMT+05:30 2018,10567688,2 h 56 min
Break,Health,1546170609776,Sun Dec 30 17:20:09 GMT+05:30 2018,1546171240495,Sun Dec 30 17:30:40 GMT+05:30 2018,630719,10 min
internet time waste,Wasted Time,1546171240495,Sun Dec 30 17:30:40 GMT+05:30 2018,1546175108290,Sun Dec 30 18:35:08 GMT+05:30 2018,3867795,1 h 4 min
wasting time ,Wasted Time,1546175108290,Sun Dec 30 18:35:08 GMT+05:30 2018,1546176429277,Sun Dec 30 18:57:09 GMT+05:30 2018,1320987,22 min
internet time waste,Wasted Time,1546176429277,Sun Dec 30 18:57:09 GMT+05:30 2018,1546191696015,Sun Dec 30 23:11:36 GMT+05:30 2018,15266738,4 h 14 min
internet time waste,Wasted Time,1546191696015,Sun Dec 30 23:11:36 GMT+05:30 2018,1546197336015,Mon Dec 31 00:45:36 GMT+05:30 2018,5640000,1 h 34 min
Sleep,Rest,1546197336015,Mon Dec 31 00:45:36 GMT+05:30 2018,1546231392401,Mon Dec 31 10:13:12 GMT+05:30 2018,34056386,9 h 27 min
Commute,Transport,1546231392401,Mon Dec 31 10:13:12 GMT+05:30 2018,1546233132401,Mon Dec 31 10:42:12 GMT+05:30 2018,1740000,29 min
classes,Work,1546233132401,Mon Dec 31 10:42:12 GMT+05:30 2018,1546243177869,Mon Dec 31 13:29:37 GMT+05:30 2018,10045468,2 h 47 min
Eating,Eating,1546243177869,Mon Dec 31 13:29:37 GMT+05:30 2018,1546244317869,Mon Dec 31 13:48:37 GMT+05:30 2018,1140000,19 min
internet time waste,Wasted Time,1546244317869,Mon Dec 31 13:48:37 GMT+05:30 2018,1546252799319,Mon Dec 31 16:09:59 GMT+05:30 2018,8481450,2 h 21 min
other personal tasks,Personal Tasks,1546252799319,Mon Dec 31 16:09:59 GMT+05:30 2018,1546255096236,Mon Dec 31 16:48:16 GMT+05:30 2018,2296917,38 min
qns,studying,1546255096236,Mon Dec 31 16:48:16 GMT+05:30 2018,1546258036236,Mon Dec 31 17:37:16 GMT+05:30 2018,2940000,49 min
Break,Health,1546258036236,Mon Dec 31 17:37:16 GMT+05:30 2018,1546258715165,Mon Dec 31 17:48:35 GMT+05:30 2018,678929,11 min
qns,studying,1546258715165,Mon Dec 31 17:48:35 GMT+05:30 2018,1546259943228,Mon Dec 31 18:09:03 GMT+05:30 2018,1228063,20 min
family time,Family,1546259943228,Mon Dec 31 18:09:03 GMT+05:30 2018,1546260243228,Mon Dec 31 18:14:03 GMT+05:30 2018,300000,5 min
qns,studying,1546260243228,Mon Dec 31 18:14:03 GMT+05:30 2018,1546265775279,Mon Dec 31 19:46:15 GMT+05:30 2018,5532051,1 h 32 min
Eating,Eating,1546265775279,Mon Dec 31 19:46:15 GMT+05:30 2018,1546267917478,Mon Dec 31 20:21:57 GMT+05:30 2018,2142199,35 min
internet time waste,Wasted Time,1546267917478,Mon Dec 31 20:21:57 GMT+05:30 2018,1546272551136,Mon Dec 31 21:39:11 GMT+05:30 2018,4633658,1 h 17 min
qns,studying,1546272551136,Mon Dec 31 21:39:11 GMT+05:30 2018,1546276144075,Mon Dec 31 22:39:04 GMT+05:30 2018,3592939,59 min
Sleep,Rest,1546276144075,Mon Dec 31 22:39:04 GMT+05:30 2018,1546316745218,Tue Jan 01 09:55:45 GMT+05:30 2019,40601143,11 h 16 min
morning routine,Chores,1546316745218,Tue Jan 01 09:55:45 GMT+05:30 2019,1546317687242,Tue Jan 01 10:11:27 GMT+05:30 2019,942024,15 min
Eating,Eating,1546317687242,Tue Jan 01 10:11:27 GMT+05:30 2019,1546319520127,Tue Jan 01 10:42:00 GMT+05:30 2019,1832885,30 min
other personal tasks,Personal Tasks,1546319520127,Tue Jan 01 10:42:00 GMT+05:30 2019,1546320165003,Tue Jan 01 10:52:45 GMT+05:30 2019,644876,10 min
qns,studying,1546320165003,Tue Jan 01 10:52:45 GMT+05:30 2019,1546325695337,Tue Jan 01 12:24:55 GMT+05:30 2019,5530334,1 h 32 min
Break,Health,1546325695337,Tue Jan 01 12:24:55 GMT+05:30 2019,1546326346969,Tue Jan 01 12:35:46 GMT+05:30 2019,651632,10 min
other personal tasks,Personal Tasks,1546326346969,Tue Jan 01 12:35:46 GMT+05:30 2019,1546326873095,Tue Jan 01 12:44:33 GMT+05:30 2019,526126,8 min
qns,studying,1546326873095,Tue Jan 01 12:44:33 GMT+05:30 2019,1546327611920,Tue Jan 01 12:56:51 GMT+05:30 2019,738825,12 min
Eating,Eating,1546327611920,Tue Jan 01 12:56:51 GMT+05:30 2019,1546329626610,Tue Jan 01 13:30:26 GMT+05:30 2019,2014690,33 min
qns,studying,1546329626610,Tue Jan 01 13:30:26 GMT+05:30 2019,1546331813383,Tue Jan 01 14:06:53 GMT+05:30 2019,2186773,36 min
internet time waste,Wasted Time,1546331813383,Tue Jan 01 14:06:53 GMT+05:30 2019,1546334185250,Tue Jan 01 14:46:25 GMT+05:30 2019,2371867,39 min
Break,Health,1546334185250,Tue Jan 01 14:46:25 GMT+05:30 2019,1546334768967,Tue Jan 01 14:56:08 GMT+05:30 2019,583717,9 min
Commute,Transport,1546334768967,Tue Jan 01 14:56:08 GMT+05:30 2019,1546336748967,Tue Jan 01 15:29:08 GMT+05:30 2019,1980000,33 min
classes,Work,1546336748967,Tue Jan 01 15:29:08 GMT+05:30 2019,1546347488980,Tue Jan 01 18:28:08 GMT+05:30 2019,10740013,2 h 59 min
internet time waste,Wasted Time,1546347488980,Tue Jan 01 18:28:08 GMT+05:30 2019,1546350050069,Tue Jan 01 19:10:50 GMT+05:30 2019,2561089,42 min
Eating,Eating,1546350050069,Tue Jan 01 19:10:50 GMT+05:30 2019,1546352870069,Tue Jan 01 19:57:50 GMT+05:30 2019,2820000,47 min
internet time waste,Wasted Time,1546352870069,Tue Jan 01 19:57:50 GMT+05:30 2019,1546354248883,Tue Jan 01 20:20:48 GMT+05:30 2019,1378814,22 min
internet time waste,Wasted Time,1546354248883,Tue Jan 01 20:20:48 GMT+05:30 2019,1546360728883,Tue Jan 01 22:08:48 GMT+05:30 2019,6480000,1 h 48 min
Sleep,Rest,1546360728883,Tue Jan 01 22:08:48 GMT+05:30 2019,1546402681745,Wed Jan 02 09:48:01 GMT+05:30 2019,41952862,11 h 39 min
internet time waste,Wasted Time,1546402681745,Wed Jan 02 09:48:01 GMT+05:30 2019,1546404913779,Wed Jan 02 10:25:13 GMT+05:30 2019,2232034,37 min
Eating,Eating,1546404913779,Wed Jan 02 10:25:13 GMT+05:30 2019,1546406416296,Wed Jan 02 10:50:16 GMT+05:30 2019,1502517,25 min
other personal tasks,Personal Tasks,1546406416296,Wed Jan 02 10:50:16 GMT+05:30 2019,1546410071429,Wed Jan 02 11:51:11 GMT+05:30 2019,3655133,1 h 
Eating,Eating,1546410071429,Wed Jan 02 11:51:11 GMT+05:30 2019,1546410861037,Wed Jan 02 12:04:21 GMT+05:30 2019,789608,13 min
internet time waste,Wasted Time,1546410861037,Wed Jan 02 12:04:21 GMT+05:30 2019,1546412096543,Wed Jan 02 12:24:56 GMT+05:30 2019,1235506,20 min
other personal tasks,Personal Tasks,1546412096543,Wed Jan 02 12:24:56 GMT+05:30 2019,1546412773444,Wed Jan 02 12:36:13 GMT+05:30 2019,676901,11 min
internet time waste,Wasted Time,1546412868375,Wed Jan 02 12:37:48 GMT+05:30 2019,1546415264723,Wed Jan 02 13:17:44 GMT+05:30 2019,2396348,39 min
Eating,Eating,1546415264723,Wed Jan 02 13:17:44 GMT+05:30 2019,1546417553962,Wed Jan 02 13:55:53 GMT+05:30 2019,2289239,38 min
internet time waste,Wasted Time,1546417553962,Wed Jan 02 13:55:53 GMT+05:30 2019,1546422738070,Wed Jan 02 15:22:18 GMT+05:30 2019,5184108,1 h 26 min
qns,studying,1546422738070,Wed Jan 02 15:22:18 GMT+05:30 2019,1546426624115,Wed Jan 02 16:27:04 GMT+05:30 2019,3886045,1 h 4 min
Break,Health,1546426624115,Wed Jan 02 16:27:04 GMT+05:30 2019,1546427460031,Wed Jan 02 16:41:00 GMT+05:30 2019,835916,13 min
qns,studying,1546427460031,Wed Jan 02 16:41:00 GMT+05:30 2019,1546430700252,Wed Jan 02 17:35:00 GMT+05:30 2019,3240221,54 min
internet time waste,Wasted Time,1546430700252,Wed Jan 02 17:35:00 GMT+05:30 2019,1546438908511,Wed Jan 02 19:51:48 GMT+05:30 2019,8208259,2 h 16 min
Break,Health,1546438908511,Wed Jan 02 19:51:48 GMT+05:30 2019,1546438924797,Wed Jan 02 19:52:04 GMT+05:30 2019,16286,1 min
Eating,Eating,1546438924797,Wed Jan 02 19:52:04 GMT+05:30 2019,1546441447850,Wed Jan 02 20:34:07 GMT+05:30 2019,2523053,42 min
internet time waste,Wasted Time,1546441447850,Wed Jan 02 20:34:07 GMT+05:30 2019,1546455553338,Thu Jan 03 00:29:13 GMT+05:30 2019,14105488,3 h 55 min
Sleep,Rest,1546455553338,Thu Jan 03 00:29:13 GMT+05:30 2019,1546486810872,Thu Jan 03 09:10:10 GMT+05:30 2019,31257534,8 h 40 min
qns,studying,1546486810872,Thu Jan 03 09:10:10 GMT+05:30 2019,1546498570872,Thu Jan 03 12:26:10 GMT+05:30 2019,11760000,3 h 16 min
Eating,Eating,1546498570872,Thu Jan 03 12:26:10 GMT+05:30 2019,1546500970872,Thu Jan 03 13:06:10 GMT+05:30 2019,2400000,40 min
Break,Health,1546500970872,Thu Jan 03 13:06:10 GMT+05:30 2019,1546503673830,Thu Jan 03 13:51:13 GMT+05:30 2019,2702958,45 min
internet time waste,Wasted Time,1546503673830,Thu Jan 03 13:51:13 GMT+05:30 2019,1546513961735,Thu Jan 03 16:42:41 GMT+05:30 2019,10287905,2 h 51 min
qns,studying,1546513961735,Thu Jan 03 16:42:41 GMT+05:30 2019,1546524780889,Thu Jan 03 19:43:00 GMT+05:30 2019,10819154,3 h 
Eating,Eating,1546524780889,Thu Jan 03 19:43:00 GMT+05:30 2019,1546527283664,Thu Jan 03 20:24:43 GMT+05:30 2019,2502775,41 min
internet time waste,Wasted Time,1546527283664,Thu Jan 03 20:24:43 GMT+05:30 2019,1546529410488,Thu Jan 03 21:00:10 GMT+05:30 2019,2126824,35 min
understanding,studying,1546529410488,Thu Jan 03 21:00:10 GMT+05:30 2019,1546530837029,Thu Jan 03 21:23:57 GMT+05:30 2019,1426541,23 min
internet time waste,Wasted Time,1546530837029,Thu Jan 03 21:23:57 GMT+05:30 2019,1546532323716,Thu Jan 03 21:48:43 GMT+05:30 2019,1486687,24 min
understanding,studying,1546532323716,Thu Jan 03 21:48:43 GMT+05:30 2019,1546534435525,Thu Jan 03 22:23:55 GMT+05:30 2019,2111809,35 min
internet time waste,Wasted Time,1546534435525,Thu Jan 03 22:23:55 GMT+05:30 2019,1546536349730,Thu Jan 03 22:55:49 GMT+05:30 2019,1914205,31 min
qns,studying,1546536349730,Thu Jan 03 22:55:49 GMT+05:30 2019,1546539303646,Thu Jan 03 23:45:03 GMT+05:30 2019,2953916,49 min
Sleep,Rest,1546539303646,Thu Jan 03 23:45:03 GMT+05:30 2019,1546574832363,Fri Jan 04 09:37:12 GMT+05:30 2019,35528717,9 h 52 min
morning routine,Chores,1546574832363,Fri Jan 04 09:37:12 GMT+05:30 2019,1546575672363,Fri Jan 04 09:51:12 GMT+05:30 2019,840000,14 min
planning,Personal Tasks,1546575672363,Fri Jan 04 09:51:12 GMT+05:30 2019,1546576980444,Fri Jan 04 10:13:00 GMT+05:30 2019,1308081,21 min
Eating,Eating,1546576980444,Fri Jan 04 10:13:00 GMT+05:30 2019,1546578478139,Fri Jan 04 10:37:58 GMT+05:30 2019,1497695,24 min
qns,studying,1546578478139,Fri Jan 04 10:37:58 GMT+05:30 2019,1546583211581,Fri Jan 04 11:56:51 GMT+05:30 2019,4733442,1 h 18 min
memorizing,studying,1546583211581,Fri Jan 04 11:56:51 GMT+05:30 2019,1546585522622,Fri Jan 04 12:35:22 GMT+05:30 2019,2311041,38 min
qns,studying,1546585522622,Fri Jan 04 12:35:22 GMT+05:30 2019,1546588132438,Fri Jan 04 13:18:52 GMT+05:30 2019,2609816,43 min
Eating,Eating,1546588132438,Fri Jan 04 13:18:52 GMT+05:30 2019,1546589557784,Fri Jan 04 13:42:37 GMT+05:30 2019,1425346,23 min
Break,Health,1546589557784,Fri Jan 04 13:42:37 GMT+05:30 2019,1546590332922,Fri Jan 04 13:55:32 GMT+05:30 2019,775138,12 min
other personal tasks,Personal Tasks,1546590332922,Fri Jan 04 13:55:32 GMT+05:30 2019,1546594629118,Fri Jan 04 15:07:09 GMT+05:30 2019,4296196,1 h 11 min
internet time waste,Wasted Time,1546594629118,Fri Jan 04 15:07:09 GMT+05:30 2019,1546597097190,Fri Jan 04 15:48:17 GMT+05:30 2019,2468072,41 min
qns,studying,1546597097190,Fri Jan 04 15:48:17 GMT+05:30 2019,1546598149080,Fri Jan 04 16:05:49 GMT+05:30 2019,1051890,17 min
family time,Family,1546598149080,Fri Jan 04 16:05:49 GMT+05:30 2019,1546598629080,Fri Jan 04 16:13:49 GMT+05:30 2019,480000,8 min
qns,studying,1546598629080,Fri Jan 04 16:13:49 GMT+05:30 2019,1546600829541,Fri Jan 04 16:50:29 GMT+05:30 2019,2200461,36 min
Break,Health,1546600829541,Fri Jan 04 16:50:29 GMT+05:30 2019,1546601138012,Fri Jan 04 16:55:38 GMT+05:30 2019,308471,5 min
Break,Health,1546601138012,Fri Jan 04 16:55:38 GMT+05:30 2019,1546602038012,Fri Jan 04 17:10:38 GMT+05:30 2019,900000,15 min
memorizing,studying,1546602038012,Fri Jan 04 17:10:38 GMT+05:30 2019,1546603898227,Fri Jan 04 17:41:38 GMT+05:30 2019,1860215,31 min
internet time waste,Wasted Time,1546603898227,Fri Jan 04 17:41:38 GMT+05:30 2019,1546606125638,Fri Jan 04 18:18:45 GMT+05:30 2019,2227411,37 min
qns,studying,1546606125638,Fri Jan 04 18:18:45 GMT+05:30 2019,1546610188546,Fri Jan 04 19:26:28 GMT+05:30 2019,4062908,1 h 7 min
internet time waste,Wasted Time,1546610188546,Fri Jan 04 19:26:28 GMT+05:30 2019,1546611160174,Fri Jan 04 19:42:40 GMT+05:30 2019,971628,16 min
Eating,Eating,1546611160174,Fri Jan 04 19:42:40 GMT+05:30 2019,1546614076079,Fri Jan 04 20:31:16 GMT+05:30 2019,2915905,48 min
internet time waste,Wasted Time,1546614076079,Fri Jan 04 20:31:16 GMT+05:30 2019,1546615807236,Fri Jan 04 21:00:07 GMT+05:30 2019,1731157,28 min
qns,studying,1546615807236,Fri Jan 04 21:00:07 GMT+05:30 2019,1546624006597,Fri Jan 04 23:16:46 GMT+05:30 2019,8199361,2 h 16 min
internet time waste,Wasted Time,1546624006597,Fri Jan 04 23:16:46 GMT+05:30 2019,1546628668439,Sat Jan 05 00:34:28 GMT+05:30 2019,4661842,1 h 17 min
Sleep,Rest,1546628668439,Sat Jan 05 00:34:28 GMT+05:30 2019,1546661534097,Sat Jan 05 09:42:14 GMT+05:30 2019,32865658,9 h 7 min
internet time waste,Wasted Time,1546661534097,Sat Jan 05 09:42:14 GMT+05:30 2019,1546666605562,Sat Jan 05 11:06:45 GMT+05:30 2019,5071465,1 h 24 min
morning routine,Chores,1546666605562,Sat Jan 05 11:06:45 GMT+05:30 2019,1546667385562,Sat Jan 05 11:19:45 GMT+05:30 2019,780000,13 min
Eating,Eating,1546667385562,Sat Jan 05 11:19:45 GMT+05:30 2019,1546669158373,Sat Jan 05 11:49:18 GMT+05:30 2019,1772811,29 min
qns,studying,1546669158373,Sat Jan 05 11:49:18 GMT+05:30 2019,1546675635216,Sat Jan 05 13:37:15 GMT+05:30 2019,6476843,1 h 47 min
Eating,Eating,1546675635216,Sat Jan 05 13:37:15 GMT+05:30 2019,1546677596685,Sat Jan 05 14:09:56 GMT+05:30 2019,1961469,32 min
other personal tasks,Personal Tasks,1546677596685,Sat Jan 05 14:09:56 GMT+05:30 2019,1546678376685,Sat Jan 05 14:22:56 GMT+05:30 2019,780000,13 min
internet time waste,Wasted Time,1546678376685,Sat Jan 05 14:22:56 GMT+05:30 2019,1546682770223,Sat Jan 05 15:36:10 GMT+05:30 2019,4393538,1 h 13 min
qns,studying,1546682770223,Sat Jan 05 15:36:10 GMT+05:30 2019,1546686107699,Sat Jan 05 16:31:47 GMT+05:30 2019,3337476,55 min
internet time waste,Wasted Time,1546686107699,Sat Jan 05 16:31:47 GMT+05:30 2019,1546689689581,Sat Jan 05 17:31:29 GMT+05:30 2019,3581882,59 min
qns,studying,1546689689581,Sat Jan 05 17:31:29 GMT+05:30 2019,1546691115578,Sat Jan 05 17:55:15 GMT+05:30 2019,1425997,23 min
qns,studying,1546691115578,Sat Jan 05 17:55:15 GMT+05:30 2019,1546694835655,Sat Jan 05 18:57:15 GMT+05:30 2019,3720077,1 h 2 min
memorizing,studying,1546694835655,Sat Jan 05 18:57:15 GMT+05:30 2019,1546697295655,Sat Jan 05 19:38:15 GMT+05:30 2019,2460000,41 min
Eating,Eating,1546697295655,Sat Jan 05 19:38:15 GMT+05:30 2019,1546698966364,Sat Jan 05 20:06:06 GMT+05:30 2019,1670709,27 min
internet time waste,Wasted Time,1546698966364,Sat Jan 05 20:06:06 GMT+05:30 2019,1546702218778,Sat Jan 05 21:00:18 GMT+05:30 2019,3252414,54 min
qns,studying,1546702218778,Sat Jan 05 21:00:18 GMT+05:30 2019,1546703168186,Sat Jan 05 21:16:08 GMT+05:30 2019,949408,15 min
internet time waste,Wasted Time,1546703168186,Sat Jan 05 21:16:08 GMT+05:30 2019,1546705868375,Sat Jan 05 22:01:08 GMT+05:30 2019,2700189,45 min
qns,studying,1546705868375,Sat Jan 05 22:01:08 GMT+05:30 2019,1546709745092,Sat Jan 05 23:05:45 GMT+05:30 2019,3876717,1 h 4 min
qns,studying,1546709745092,Sat Jan 05 23:05:45 GMT+05:30 2019,1546710765092,Sat Jan 05 23:22:45 GMT+05:30 2019,1020000,17 min
internet time waste,Wasted Time,1546710765092,Sat Jan 05 23:22:45 GMT+05:30 2019,1546711998750,Sat Jan 05 23:43:18 GMT+05:30 2019,1233658,20 min
Sleep,Rest,1546711998750,Sat Jan 05 23:43:18 GMT+05:30 2019,1546750792233,Sun Jan 06 10:29:52 GMT+05:30 2019,38793483,10 h 46 min
internet time waste,Wasted Time,1546750792233,Sun Jan 06 10:29:52 GMT+05:30 2019,1546755334120,Sun Jan 06 11:45:34 GMT+05:30 2019,4541887,1 h 15 min
Eating,Eating,1546755334120,Sun Jan 06 11:45:34 GMT+05:30 2019,1546755977643,Sun Jan 06 11:56:17 GMT+05:30 2019,643523,10 min
internet time waste,Wasted Time,1546755977643,Sun Jan 06 11:56:17 GMT+05:30 2019,1546757204826,Sun Jan 06 12:16:44 GMT+05:30 2019,1227183,20 min
qns,studying,1546757204826,Sun Jan 06 12:16:44 GMT+05:30 2019,1546760212532,Sun Jan 06 13:06:52 GMT+05:30 2019,3007706,50 min
Break,Health,1546760212532,Sun Jan 06 13:06:52 GMT+05:30 2019,1546762505093,Sun Jan 06 13:45:05 GMT+05:30 2019,2292561,38 min
qns,studying,1546762505093,Sun Jan 06 13:45:05 GMT+05:30 2019,1546769165093,Sun Jan 06 15:36:05 GMT+05:30 2019,6660000,1 h 51 min
Break,Health,1546769165093,Sun Jan 06 15:36:05 GMT+05:30 2019,1546772825093,Sun Jan 06 16:37:05 GMT+05:30 2019,3660000,1 h 1 min
wasting time ,Wasted Time,1546772825093,Sun Jan 06 16:37:05 GMT+05:30 2019,1546779485093,Sun Jan 06 18:28:05 GMT+05:30 2019,6660000,1 h 51 min
Eating,Eating,1546779485093,Sun Jan 06 18:28:05 GMT+05:30 2019,1546784285093,Sun Jan 06 19:48:05 GMT+05:30 2019,4800000,1 h 20 min
morning routine,Chores,1546784285093,Sun Jan 06 19:48:05 GMT+05:30 2019,1546786454719,Sun Jan 06 20:24:14 GMT+05:30 2019,2169626,36 min
internet time waste,Wasted Time,1546786454719,Sun Jan 06 20:24:14 GMT+05:30 2019,1546802391684,Mon Jan 07 00:49:51 GMT+05:30 2019,15936965,4 h 25 min
Sleep,Rest,1546802391684,Mon Jan 07 00:49:51 GMT+05:30 2019,1546833378528,Mon Jan 07 09:26:18 GMT+05:30 2019,30986844,8 h 36 min
morning routine,Chores,1546833378528,Mon Jan 07 09:26:18 GMT+05:30 2019,1546834629962,Mon Jan 07 09:47:09 GMT+05:30 2019,1251434,20 min
Eating,Eating,1546834629962,Mon Jan 07 09:47:09 GMT+05:30 2019,1546835836386,Mon Jan 07 10:07:16 GMT+05:30 2019,1206424,20 min
internet time waste,Wasted Time,1546835836386,Mon Jan 07 10:07:16 GMT+05:30 2019,1546839083423,Mon Jan 07 11:01:23 GMT+05:30 2019,3247037,54 min
qns,studying,1546839083423,Mon Jan 07 11:01:23 GMT+05:30 2019,1546843163423,Mon Jan 07 12:09:23 GMT+05:30 2019,4080000,1 h 8 min
Break,Health,1546843163423,Mon Jan 07 12:09:23 GMT+05:30 2019,1546843836077,Mon Jan 07 12:20:36 GMT+05:30 2019,672654,11 min
qns,studying,1546843836077,Mon Jan 07 12:20:36 GMT+05:30 2019,1546845456077,Mon Jan 07 12:47:36 GMT+05:30 2019,1620000,27 min
wasting time ,Wasted Time,1546845456077,Mon Jan 07 12:47:36 GMT+05:30 2019,1546846112921,Mon Jan 07 12:58:32 GMT+05:30 2019,656844,10 min
memorizing,studying,1546846112921,Mon Jan 07 12:58:32 GMT+05:30 2019,1546847286227,Mon Jan 07 13:18:06 GMT+05:30 2019,1173306,19 min
Eating,Eating,1546847286227,Mon Jan 07 13:18:06 GMT+05:30 2019,1546848936800,Mon Jan 07 13:45:36 GMT+05:30 2019,1650573,27 min
internet time waste,Wasted Time,1546848936800,Mon Jan 07 13:45:36 GMT+05:30 2019,1546853159257,Mon Jan 07 14:55:59 GMT+05:30 2019,4222457,1 h 10 min
other personal tasks,Personal Tasks,1546853159257,Mon Jan 07 14:55:59 GMT+05:30 2019,1546854447213,Mon Jan 07 15:17:27 GMT+05:30 2019,1287956,21 min
qns,studying,1546854447213,Mon Jan 07 15:17:27 GMT+05:30 2019,1546856863997,Mon Jan 07 15:57:43 GMT+05:30 2019,2416784,40 min
internet time waste,Wasted Time,1546856863997,Mon Jan 07 15:57:43 GMT+05:30 2019,1546860318625,Mon Jan 07 16:55:18 GMT+05:30 2019,3454628,57 min
sleeping in the day,Rest,1546860318625,Mon Jan 07 16:55:18 GMT+05:30 2019,1546868912065,Mon Jan 07 19:18:32 GMT+05:30 2019,8593440,2 h 23 min
other personal tasks,Personal Tasks,1546868912065,Mon Jan 07 19:18:32 GMT+05:30 2019,1546869670984,Mon Jan 07 19:31:10 GMT+05:30 2019,758919,12 min
Eating,Eating,1546869670984,Mon Jan 07 19:31:10 GMT+05:30 2019,1546872129936,Mon Jan 07 20:12:09 GMT+05:30 2019,2458952,40 min
internet time waste,Wasted Time,1546872129936,Mon Jan 07 20:12:09 GMT+05:30 2019,1546878007169,Mon Jan 07 21:50:07 GMT+05:30 2019,5877233,1 h 37 min
qns,studying,1546878007169,Mon Jan 07 21:50:07 GMT+05:30 2019,1546885529279,Mon Jan 07 23:55:29 GMT+05:30 2019,7522110,2 h 5 min
internet time waste,Wasted Time,1546885529279,Mon Jan 07 23:55:29 GMT+05:30 2019,1546890070682,Tue Jan 08 01:11:10 GMT+05:30 2019,4541403,1 h 15 min
motivation,Health,1546890070682,Tue Jan 08 01:11:10 GMT+05:30 2019,1546893490682,Tue Jan 08 02:08:10 GMT+05:30 2019,3420000,57 min
internet time waste,Wasted Time,1546893490682,Tue Jan 08 02:08:10 GMT+05:30 2019,1546894582156,Tue Jan 08 02:26:22 GMT+05:30 2019,1091474,18 min
qns,studying,1546894582156,Tue Jan 08 02:26:22 GMT+05:30 2019,1546898520746,Tue Jan 08 03:32:00 GMT+05:30 2019,3938590,1 h 5 min
Sleep,Rest,1546898520746,Tue Jan 08 03:32:00 GMT+05:30 2019,1546925072285,Tue Jan 08 10:54:32 GMT+05:30 2019,26551539,7 h 22 min
Eating,Eating,1546925072285,Tue Jan 08 10:54:32 GMT+05:30 2019,1546925648769,Tue Jan 08 11:04:08 GMT+05:30 2019,576484,9 min
family time,Family,1546925648769,Tue Jan 08 11:04:08 GMT+05:30 2019,1546926008769,Tue Jan 08 11:10:08 GMT+05:30 2019,360000,6 min
internet time waste,Wasted Time,1546926008769,Tue Jan 08 11:10:08 GMT+05:30 2019,1546934673795,Tue Jan 08 13:34:33 GMT+05:30 2019,8665026,2 h 24 min
Eating,Eating,1546934673795,Tue Jan 08 13:34:33 GMT+05:30 2019,1546939464348,Tue Jan 08 14:54:24 GMT+05:30 2019,4790553,1 h 19 min
sleeping in the day,Rest,1546939464348,Tue Jan 08 14:54:24 GMT+05:30 2019,1546953864348,Tue Jan 08 18:54:24 GMT+05:30 2019,14400000,4 h 
qns,studying,1546953864348,Tue Jan 08 18:54:24 GMT+05:30 2019,1546959204348,Tue Jan 08 20:23:24 GMT+05:30 2019,5340000,1 h 29 min
other personal tasks,Personal Tasks,1546959204348,Tue Jan 08 20:23:24 GMT+05:30 2019,1546961952551,Tue Jan 08 21:09:12 GMT+05:30 2019,2748203,45 min
wasting time ,Wasted Time,1546961952551,Tue Jan 08 21:09:12 GMT+05:30 2019,1546963104814,Tue Jan 08 21:28:24 GMT+05:30 2019,1152263,19 min
other personal tasks,Personal Tasks,1546963104814,Tue Jan 08 21:28:24 GMT+05:30 2019,1546964492803,Tue Jan 08 21:51:32 GMT+05:30 2019,1387989,23 min
